Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	SignalP_secretion_signal
Q#545 - WP_189297084.1	specific	235445	21	732	0.0	1266.64	PRK05402	PRK05402	 - 	cl38930	No
Q#546 - WP_162637278.1	superfamily	476817	235	416	5.2966999999999996e-132	383.492	cl38930	AmyAc_family superfamily	C	 - 	No
Q#546 - WP_162637278.1	specific	463388	43	230	6.18888e-75	231.284	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#547 - WP_031148382.1	specific	200482	195	557	0.0	683.178	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#547 - WP_031148382.1	specific	463388	3	190	2.5890700000000002e-68	220.883	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#547 - WP_031148382.1	superfamily	440065	528	595	0.000193589	44.7436	cl43092	GlgB superfamily	N	 - 	No
Q#547 - WP_031148382.1	superfamily	445893	564	641	0.00886201	35.6009	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#548 - WP_050490948.1	specific	441132	14	722	0.0	1142.11	COG1523	PulA	 - 	cl34294	No
Q#549 - WP_159686968.1	specific	274140	23	568	0.0	1027.77	TIGR02456	treS_nterm	 - 	cl37116	No
Q#550 - WP_041131307.1	specific	235445	20	744	0.0	1258.93	PRK05402	PRK05402	 - 	cl38930	No
Q#551 - WP_004946451.1	specific	235445	44	775	0.0	1234.28	PRK05402	PRK05402	 - 	cl38930	No
Q#552 - WP_030325918.1	specific	235445	23	733	0.0	1263.17	PRK05402	PRK05402	 - 	cl38930	No
Q#553 - WP_030235932.1	specific	235445	48	764	0.0	1279.35	PRK05402	PRK05402	 - 	cl38930	No
Q#554 - WP_240451023.1	specific	441132	28	743	0.0	1165.22	COG1523	PulA	 - 	cl34294	No
Q#555 - WP_228430045.1	specific	274140	23	568	0.0	1027.38	TIGR02456	treS_nterm	 - 	cl37116	No
Q#556 - WP_039637139.1	specific	200471	29	480	0.0	774.526	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#556 - WP_039637139.1	superfamily	445893	462	552	0.00161135	37.6895	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#557 - WP_130334108.1	specific	200471	23	495	0.0	788.008	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#557 - WP_130334108.1	specific	432205	477	557	8.35364e-06	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#558 - WP_093542185.1	specific	441132	1	719	0.0	1263.84	COG1523	PulA	 - 	cl34294	No
Q#559 - WP_053137328.1	specific	441132	42	750	0.0	1157.91	COG1523	PulA	 - 	cl34294	No
Q#560 - WP_007497699.1	specific	235445	23	735	0.0	1232.74	PRK05402	PRK05402	 - 	cl38930	No
Q#561 - WP_200677653.1	specific	274140	16	555	0.0	1025.07	TIGR02456	treS_nterm	 - 	cl37116	No
Q#562 - WP_125191881.1	specific	200485	2	389	0.0	593.446	cd11347	AmyAc_1	 - 	cl38930	No
Q#563 - WP_102910490.1	specific	235445	243	964	0.0	1310.93	PRK05402	PRK05402	 - 	cl38930	No
Q#563 - WP_102910490.1	superfamily	369339	166	246	6.17555e-09	56.7106	cl22465	HC2 superfamily	NC	 - 	No
Q#564 - WP_205085151.1	specific	274114	2	544	0.0	808.102	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#565 - WP_171159024.1	specific	200482	200	555	0.0	700.126	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#565 - WP_171159024.1	specific	463388	8	195	2.23891e-75	239.373	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#565 - WP_171159024.1	specific	435493	563	635	1.86322e-06	46.0013	pfam16657	Malt_amylase_C	 - 	cl02706	No
Q#566 - WP_217461804.1	superfamily	476817	240	392	9.84015e-114	336.113	cl38930	AmyAc_family superfamily	C	 - 	No
Q#566 - WP_217461804.1	specific	463388	49	235	7.46675e-83	250.929	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#567 - WP_189597753.1	specific	235445	137	860	0.0	1277.81	PRK05402	PRK05402	 - 	cl38930	No
Q#568 - WP_043190068.1	specific	235445	15	734	0.0	1248.53	PRK05402	PRK05402	 - 	cl38930	No
Q#569 - WP_173312915.1	specific	200471	23	494	0.0	811.89	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#569 - WP_173312915.1	specific	432205	476	556	0.000223584	40.3859	pfam11941	DUF3459	 - 	cl02706	No
Q#570 - WP_041131820.1	specific	441132	1	704	0.0	1279.24	COG1523	PulA	 - 	cl34294	No
Q#571 - WP_242440575.1	specific	441132	1	718	0.0	1213.76	COG1523	PulA	 - 	cl34294	No
Q#572 - WP_030760522.1	specific	274114	2	544	0.0	758.411	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#573 - WP_031061165.1	superfamily	442511	9	847	0.0	866.817	cl30295	TreY superfamily	 - 	 - 	No
Q#574 - WP_150265875.1	specific	441132	21	730	0.0	1138.65	COG1523	PulA	 - 	cl34294	No
Q#575 - WP_074993332.1	specific	200482	235	591	0.0	693.193	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#575 - WP_074993332.1	specific	463388	44	230	4.15961e-80	252.855	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#575 - WP_074993332.1	superfamily	445893	598	675	0.000303701	39.8381	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#576 - WP_240510033.1	superfamily	274140	22	284	1.29719e-179	505.824	cl37116	treS_nterm superfamily	C	 - 	No
Q#577 - WP_030596276.1	specific	235445	7	731	0.0	1245.83	PRK05402	PRK05402	 - 	cl38930	No
Q#578 - WP_030837673.1	superfamily	274140	1	159	6.4539e-109	320.157	cl37116	treS_nterm superfamily	C	 - 	No
Q#579 - WP_308286705.1(Warning: this sequence record may be obsolete or preliminary)	specific	441132	12	707	0.0	1326.24	COG1523	PulA	 - 	cl34294	No
Q#580 - WP_189991805.1	specific	441132	11	706	0.0	1327.39	COG1523	PulA	 - 	cl34294	No
Q#581 - WP_093473162.1	specific	200471	12	467	0.0	689.397	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#582 - WP_268250129.1	superfamily	274140	1	209	8.40129e-142	406.442	cl37116	treS_nterm superfamily	C	 - 	No
Q#583 - WP_030349175.1	superfamily	274140	21	222	5.48991e-131	379.478	cl37116	treS_nterm superfamily	C	 - 	No
Q#584 - WP_162833331.1	specific	441132	42	759	0.0	1149.82	COG1523	PulA	 - 	cl34294	No
Q#585 - WP_130338023.1	specific	200471	10	491	0.0	796.482	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#586 - WP_109500994.1	specific	200471	11	491	0.0	777.222	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#586 - WP_109500994.1	superfamily	445893	472	546	0.00409945	36.5339	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#587 - WP_086867593.1	superfamily	274113	11	780	0.0	889.83	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#588 - WP_069741408.1	specific	200472	15	490	0.0	783.953	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#588 - WP_069741408.1	specific	432205	481	573	1.25954e-08	52.3271	pfam11941	DUF3459	 - 	cl02706	No
Q#589 - WP_125211052.1	specific	235445	22	733	0.0	1244.68	PRK05402	PRK05402	 - 	cl38930	No
Q#590 - WP_136231518.1	specific	441132	23	704	0.0	989.574	COG1523	PulA	 - 	cl34294	No
Q#591 - WP_107453526.1	superfamily	274113	11	786	0.0	936.824	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#592 - WP_030799690.1	specific	441132	21	747	0.0	1172.54	COG1523	PulA	 - 	cl34294	No
Q#593 - WP_189995152.1	specific	200471	14	495	0.0	755.651	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#593 - WP_189995152.1	specific	432205	476	551	1.01959e-05	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#594 - WP_147875110.1	specific	274114	3	546	0.0	766.886	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#594 - WP_147875110.1	superfamily	445893	525	574	0.00896251	35.2157	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#595 - WP_037638003.1	specific	441132	13	706	0.0	1320.08	COG1523	PulA	 - 	cl34294	No
Q#596 - WP_184961067.1	specific	200471	23	512	0.0	786.852	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#596 - WP_184961067.1	specific	432205	494	574	1.36561e-06	46.5491	pfam11941	DUF3459	 - 	cl02706	No
Q#597 - WP_244190373.1	superfamily	476817	208	360	4.92861e-116	340.735	cl38930	AmyAc_family superfamily	C	 - 	No
Q#597 - WP_244190373.1	specific	463388	16	203	5.2090500000000004e-82	247.847	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#598 - WP_015657725.1	specific	235445	121	838	0.0	1297.07	PRK05402	PRK05402	 - 	cl38930	No
Q#599 - WP_073731924.1	specific	274114	2	544	0.0	836.992	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#600 - WP_079164821.1	specific	235445	229	952	0.0	1290.52	PRK05402	PRK05402	 - 	cl38930	No
Q#600 - WP_079164821.1	superfamily	369339	35	139	0.000823577	41.6879	cl22465	HC2 superfamily	NC	 - 	No
Q#601 - WP_044384071.1	specific	274140	22	568	0.0	1037.4	TIGR02456	treS_nterm	 - 	cl37116	No
Q#602 - WP_037879560.1	specific	200482	195	597	0.0	665.073	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#602 - WP_037879560.1	specific	463388	3	190	2.2314e-81	256.322	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#603 - WP_202199123.1	specific	274114	2	542	0.0	739.151	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#604 - WP_153543786.1	specific	441132	1	701	0.0	1285.02	COG1523	PulA	 - 	cl34294	No
Q#605 - WP_055601953.1	superfamily	274113	23	790	0.0	812.79	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#606 - WP_078095108.1	specific	235445	45	762	0.0	1268.18	PRK05402	PRK05402	 - 	cl38930	No
Q#607 - WP_210960193.1	specific	441132	42	752	0.0	1157.91	COG1523	PulA	 - 	cl34294	No
Q#608 - WP_015579276.1	specific	274114	2	544	0.0	796.161	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#609 - WP_126395163.1	specific	235445	160	884	0.0	1285.51	PRK05402	PRK05402	 - 	cl38930	No
Q#610 - WP_179083150.1	specific	441132	1	706	0.0	1268.46	COG1523	PulA	 - 	cl34294	No
Q#611 - WP_159480544.1	specific	200471	12	463	0.0	785.312	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#611 - WP_159480544.1	specific	432205	445	526	4.48673e-09	53.4827	pfam11941	DUF3459	 - 	cl02706	No
Q#612 - WP_014048416.1	specific	235445	134	848	0.0	1287.82	PRK05402	PRK05402	 - 	cl38930	No
Q#613 - WP_212670204.1	specific	200473	10	455	0.0	717.421	cd11334	AmyAc_TreS	 - 	cl38930	No
Q#613 - WP_212670204.1	specific	435493	470	550	1.07549e-10	57.5573	pfam16657	Malt_amylase_C	 - 	cl02706	No
Q#614 - WP_030347980.1	specific	200471	5	472	0.0	726.761	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#614 - WP_030347980.1	specific	432205	455	531	2.07032e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#615 - WP_030032037.1	specific	441132	1	702	0.0	1266.15	COG1523	PulA	 - 	cl34294	No
Q#616 - WP_125603012.1	specific	274140	23	562	0.0	1012.75	TIGR02456	treS_nterm	 - 	cl37116	No
Q#617 - WP_148023942.1(Warning: this sequence record may be obsolete or preliminary)	specific	200471	24	496	0.0	785.697	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#618 - WP_249400017.1	specific	441132	11	706	0.0	1331.25	COG1523	PulA	 - 	cl34294	No
Q#619 - WP_102910279.1	specific	200471	14	485	0.0	729.458	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#620 - WP_107409070.1	specific	441132	10	708	0.0	1328.16	COG1523	PulA	 - 	cl34294	No
Q#621 - WP_069762505.1	specific	200485	2	389	0.0	586.512	cd11347	AmyAc_1	 - 	cl38930	No
Q#622 - WP_055542565.1	specific	274140	22	568	0.0	1033.16	TIGR02456	treS_nterm	 - 	cl37116	No
Q#623 - WP_194960324.1	superfamily	442511	9	797	0.0	904.181	cl30295	TreY superfamily	 - 	 - 	No
Q#624 - WP_215106458.1	specific	441132	40	748	0.0	1172.54	COG1523	PulA	 - 	cl34294	No
Q#625 - WP_030760483.1	specific	441132	1	702	0.0	1263.45	COG1523	PulA	 - 	cl34294	No
Q#626 - WP_191869670.1	specific	274114	2	543	0.0	773.819	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#627 - WP_142231601.1	specific	200471	15	497	0.0	719.828	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#627 - WP_142231601.1	specific	432205	478	555	0.000269133	40.0007	pfam11941	DUF3459	 - 	cl02706	No
Q#628 - WP_014049083.1	specific	441132	1	719	0.0	1273.85	COG1523	PulA	 - 	cl34294	No
Q#629 - WP_030681516.1	specific	274114	2	544	0.0	800.398	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#630 - WP_217128622.1	specific	441132	42	747	0.0	1162.14	COG1523	PulA	 - 	cl34294	No
Q#631 - WP_152894002.1	specific	441132	1	707	0.0	1253.44	COG1523	PulA	 - 	cl34294	No
Q#632 - WP_072483331.1	specific	200471	23	494	0.0	817.283	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#632 - WP_072483331.1	specific	432205	476	556	0.000139908	40.7711	pfam11941	DUF3459	 - 	cl02706	No
Q#633 - WP_043453871.1	specific	200471	28	493	0.0	737.932	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#633 - WP_043453871.1	specific	432205	474	550	6.13639e-06	44.6231	pfam11941	DUF3459	 - 	cl02706	No
Q#634 - WP_207228989.1	specific	441132	36	743	0.0	1150.2	COG1523	PulA	 - 	cl34294	No
Q#635 - WP_055542079.1	specific	200482	249	582	0.0	666.999	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#635 - WP_055542079.1	specific	463388	56	244	7.02473e-74	233.98	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#636 - WP_125822937.1	specific	274114	2	546	0.0	767.271	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#637 - WP_078893896.1	specific	235445	70	793	0.0	1283.58	PRK05402	PRK05402	 - 	cl38930	No
Q#638 - WP_145827429.1	specific	235445	142	865	0.0	1285.9	PRK05402	PRK05402	 - 	cl38930	No
Q#639 - WP_031126539.1	specific	200471	10	473	0.0	694.79	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#639 - WP_031126539.1	specific	432205	454	531	1.3418e-05	43.8527	pfam11941	DUF3459	 - 	cl02706	No
Q#640 - WP_142191573.1	specific	274140	22	561	0.0	1029.7	TIGR02456	treS_nterm	 - 	cl37116	No
Q#641 - WP_055552894.1	superfamily	274113	18	812	0.0	896.763	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#642 - WP_127153513.1	specific	441132	1	732	0.0	1274.62	COG1523	PulA	 - 	cl34294	No
Q#643 - WP_208779192.1	specific	200485	2	390	0.0	583.816	cd11347	AmyAc_1	 - 	cl38930	No
Q#644 - WP_014181263.1	specific	200471	14	488	0.0	756.036	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#644 - WP_014181263.1	specific	432205	470	547	1.65483e-05	43.4675	pfam11941	DUF3459	 - 	cl02706	No
Q#645 - WP_258314416.1	specific	200471	3	477	0.0	734.85	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#645 - WP_258314416.1	specific	432205	458	534	5.5134e-07	47.7047	pfam11941	DUF3459	 - 	cl02706	No
Q#646 - WP_215164761.1	superfamily	274113	10	798	0.0	901.386	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#647 - WP_067426092.1	specific	274140	22	567	0.0	1020.45	TIGR02456	treS_nterm	 - 	cl37116	No
Q#648 - WP_189852792.1	specific	274114	3	545	0.0	763.034	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#649 - WP_373283352.1(Warning: this sequence record may be obsolete or preliminary)	specific	235445	683	1406	0.0	1312.47	PRK05402	PRK05402	 - 	cl38930	No
Q#649 - WP_373283352.1(Warning: this sequence record may be obsolete or preliminary)	superfamily	369339	145	308	3.1956e-13	69.8074	cl22465	HC2 superfamily	C	 - 	No
Q#649 - WP_373283352.1(Warning: this sequence record may be obsolete or preliminary)	superfamily	481241	323	540	1.21327e-06	52.9559	cl46901	PRK12323 superfamily	N	 - 	No
Q#650 - WP_115504715.1	specific	441132	1	712	0.0	1274.24	COG1523	PulA	 - 	cl34294	No
Q#651 - WP_043383015.1	specific	441132	1	702	0.0	1266.15	COG1523	PulA	 - 	cl34294	No
Q#652 - WP_186581983.1	specific	441132	46	746	0.0	1136.33	COG1523	PulA	 - 	cl34294	No
Q#653 - WP_184822215.1	specific	235445	28	738	0.0	1256.24	PRK05402	PRK05402	 - 	cl38930	No
Q#654 - WP_033302117.1	specific	200472	15	482	0.0	736.188	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#654 - WP_033302117.1	specific	432205	472	562	3.37513e-06	45.3935	pfam11941	DUF3459	 - 	cl02706	No
Q#655 - WP_102911358.1	specific	274114	2	544	0.0	817.347	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#656 - WP_007383449.1	specific	200471	21	501	0.0	798.794	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#656 - WP_007383449.1	superfamily	445893	482	556	0.00142748	38.0747	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#657 - WP_030602911.1	superfamily	274113	11	782	0.0	901.386	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#658 - WP_130336037.1	specific	235445	25	735	0.0	1242.37	PRK05402	PRK05402	 - 	cl38930	No
Q#659 - WP_175435401.1	superfamily	274113	11	786	0.0	936.054	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#660 - WP_052031250.1	specific	200482	195	557	0.0	682.792	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#660 - WP_052031250.1	specific	463388	3	190	3.22277e-69	223.58	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#660 - WP_052031250.1	superfamily	440065	528	595	0.000606433	42.8176	cl43092	GlgB superfamily	N	 - 	No
Q#661 - WP_125659407.1	specific	441132	1	705	0.0	1288.49	COG1523	PulA	 - 	cl34294	No
Q#662 - WP_094374914.1	specific	274140	22	561	0.0	1030.85	TIGR02456	treS_nterm	 - 	cl37116	No
Q#663 - WP_125052062.1	specific	441132	10	665	0.0	1073.55	COG1523	PulA	 - 	cl34294	No
Q#664 - WP_215106483.1	specific	274140	23	562	0.0	1026.23	TIGR02456	treS_nterm	 - 	cl37116	No
Q#665 - WP_194079028.1	specific	274140	23	561	0.0	1022.38	TIGR02456	treS_nterm	 - 	cl37116	No
Q#666 - WP_185930945.1	specific	235445	10	727	0.0	1245.83	PRK05402	PRK05402	 - 	cl38930	No
Q#667 - WP_003985413.1	specific	441132	1	736	0.0	1258.83	COG1523	PulA	 - 	cl34294	No
Q#668 - WP_081524864.1	specific	200471	21	496	0.0	725.606	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#668 - WP_081524864.1	specific	432205	477	543	8.36991e-05	41.5415	pfam11941	DUF3459	 - 	cl02706	No
Q#669 - WP_150483698.1	specific	441132	1	708	0.0	1292.73	COG1523	PulA	 - 	cl34294	No
Q#670 - WP_030369383.1	specific	274114	3	541	0.0	733.373	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#671 - WP_231978579.1	specific	235445	104	826	0.0	1262.01	PRK05402	PRK05402	 - 	cl38930	No
Q#672 - WP_094220018.1	specific	274114	2	544	0.0	808.102	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#673 - WP_049715579.1	specific	200471	22	479	0.0	777.222	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#673 - WP_049715579.1	specific	432205	460	546	9.54058e-06	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#674 - WP_201854885.1	specific	200471	12	470	0.0	680.537	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#674 - WP_201854885.1	specific	432205	453	530	0.000192596	40.3859	pfam11941	DUF3459	 - 	cl02706	No
Q#675 - WP_075970178.1	specific	200471	19	468	0.0	798.023	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#676 - WP_164424413.1	specific	200471	16	497	0.0	791.86	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#676 - WP_164424413.1	superfamily	445893	478	552	0.000894989	38.4599	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#677 - WP_142167834.1	specific	200471	11	460	0.0	677.456	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#677 - WP_142167834.1	superfamily	445893	450	525	0.000833175	38.4599	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#678 - WP_069763647.1	specific	441132	1	706	0.0	1263.84	COG1523	PulA	 - 	cl34294	No
Q#679 - WP_031051689.1	specific	441132	24	737	0.0	1167.15	COG1523	PulA	 - 	cl34294	No
Q#680 - WP_253915961.1	specific	200471	18	487	0.0	698.642	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#680 - WP_253915961.1	specific	432205	468	544	0.000266566	40.0007	pfam11941	DUF3459	 - 	cl02706	No
Q#681 - WP_016826591.1	specific	200471	27	499	0.0	820.75	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#681 - WP_016826591.1	specific	432205	481	561	8.48328e-08	50.0159	pfam11941	DUF3459	 - 	cl02706	No
Q#682 - WP_125208372.1	specific	200471	10	491	0.0	783.386	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#682 - WP_125208372.1	specific	432205	472	547	2.53303e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#683 - WP_189725514.1	specific	200471	22	503	0.0	767.592	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#683 - WP_189725514.1	specific	432205	484	558	2.06803e-06	46.1639	pfam11941	DUF3459	 - 	cl02706	No
Q#684 - WP_216718011.1	specific	441132	42	747	0.0	1169.85	COG1523	PulA	 - 	cl34294	No
Q#685 - WP_150484819.1	specific	200482	200	556	0.0	711.297	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#685 - WP_150484819.1	specific	463388	8	195	2.54264e-84	262.87	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#685 - WP_150484819.1	superfamily	445893	564	640	4.69693e-05	41.7641	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#686 - WP_223284001.1	specific	441132	11	706	0.0	1332.79	COG1523	PulA	 - 	cl34294	No
Q#687 - WP_343244013.1	specific	235445	85	809	0.0	1256.62	PRK05402	PRK05402	 - 	cl38930	No
Q#688 - WP_099201091.1	specific	200482	195	556	0.0	673.548	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#688 - WP_099201091.1	specific	463388	3	190	5.91674e-82	256.707	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#688 - WP_099201091.1	superfamily	445893	564	640	0.000724196	38.6825	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#689 - WP_037894167.1	superfamily	476817	11	468	0.0	608.556	cl38930	AmyAc_family superfamily	 - 	 - 	No
Q#689 - WP_037894167.1	superfamily	440065	447	515	0.000848841	42.0472	cl43092	GlgB superfamily	N	 - 	No
Q#690 - WP_019883911.1	specific	200471	17	491	0.0	734.08	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#690 - WP_019883911.1	specific	432205	472	548	8.82378e-05	41.5415	pfam11941	DUF3459	 - 	cl02706	No
Q#691 - WP_093766528.1	specific	441132	1	712	0.0	1276.16	COG1523	PulA	 - 	cl34294	No
Q#692 - WP_043264079.1	specific	200471	23	484	0.0	734.08	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#693 - WP_030235995.1	specific	441132	48	757	0.0	1155.59	COG1523	PulA	 - 	cl34294	No
Q#694 - WP_015036296.1	specific	441132	21	730	0.0	1168.31	COG1523	PulA	 - 	cl34294	No
Q#695 - WP_182471504.1	specific	274114	3	540	0.0	772.664	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#696 - WP_077796076.1	specific	200471	23	495	0.0	821.52	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#696 - WP_077796076.1	specific	432205	477	557	2.85112e-07	48.4751	pfam11941	DUF3459	 - 	cl02706	No
Q#697 - WP_135063807.1	specific	441132	1	705	0.0	1279.24	COG1523	PulA	 - 	cl34294	No
Q#698 - WP_150499315.1	specific	274114	2	544	0.0	820.043	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#699 - WP_150498951.1	specific	200471	10	467	0.0	658.581	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#699 - WP_150498951.1	specific	432205	457	531	0.000611039	38.8451	pfam11941	DUF3459	 - 	cl02706	No
Q#700 - WP_076043954.1	specific	200471	21	485	0.0	816.513	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#700 - WP_076043954.1	specific	432205	467	544	3.89342e-06	45.3935	pfam11941	DUF3459	 - 	cl02706	No
Q#701 - WP_093632273.1	specific	235445	12	722	0.0	1255.85	PRK05402	PRK05402	 - 	cl38930	No
Q#702 - WP_010033293.1	specific	200482	41	390	0.0	695.504	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#702 - WP_010033293.1	superfamily	463388	1	36	8.88193e-11	60.6404	cl13354	GlgE_dom_N_S superfamily	N	 - 	No
Q#703 - WP_079426418.1	specific	200471	23	506	0.0	730.613	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#704 - WP_128508835.1	specific	200471	12	464	0.0	790.319	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#704 - WP_128508835.1	specific	432205	445	526	1.64245e-07	49.2455	pfam11941	DUF3459	 - 	cl02706	No
Q#705 - WP_078556528.1	specific	200471	21	496	0.0	721.368	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#705 - WP_078556528.1	specific	432205	477	553	2.69787e-07	48.4751	pfam11941	DUF3459	 - 	cl02706	No
Q#706 - WP_078941030.1	specific	235445	297	1014	0.0	1282.43	PRK05402	PRK05402	 - 	cl38930	No
Q#707 - WP_079055851.1	specific	235445	153	877	0.0	1287.44	PRK05402	PRK05402	 - 	cl38930	No
Q#708 - WP_216717731.1	specific	441132	13	706	0.0	1319.3	COG1523	PulA	 - 	cl34294	No
Q#709 - WP_179500330.1	specific	441132	44	752	0.0	1150.2	COG1523	PulA	 - 	cl34294	No
Q#710 - WP_247748870.1	specific	441132	50	780	0.0	1174.08	COG1523	PulA	 - 	cl34294	No
Q#711 - WP_062156591.1	specific	441132	36	747	0.0	1175.63	COG1523	PulA	 - 	cl34294	No
Q#712 - WP_030751448.1	specific	441132	37	745	0.0	1151.74	COG1523	PulA	 - 	cl34294	No
Q#713 - WP_062668574.1	specific	274114	2	544	0.0	820.814	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#714 - WP_128437345.1	superfamily	476817	239	428	1.77715e-139	402.752	cl38930	AmyAc_family superfamily	C	 - 	No
